question_text,option_a,option_b,option_c,option_d,correct_index,section_name,year
Which of the following Indian naval platforms took part in the Indo-Oman naval exercise Naseem-Al-Bahr held in October 2024?,INS Vikrant and MiG-29K fighter jets,INS Trikand and Dornier Maritime Patrol Aircraft,INS Shivalik and P-8I aircraft,INS Kolkata and Sea Guardian drone,1,General Awareness,2023
JD Vance was sworn in as the ______ Vice President of the United States in 2025.,49th,50th,48th,51st,1,General Awareness,2023
In which of the following cities was the Army Commanders Conference held in April 2025?,Pune,Chandigarh,Jodhpur,New Delhi,3,General Awareness,2023
"On 23 April 2025, the Indian Government announced the suspension of which treaty/agreement with Pakistan citing national security concerns?",Non-Nuclear Aggression Agreement,Simla Agreement,Indus Waters Treaty,Tashkent Declaration,2,General Awareness,2023
Which of the following correctly describes a key function of Subordinate Courts in India?,Interpret international treaties,Review decisions of High Courts,Draft laws for the State,Resolve civil and criminal disputes at the district level,3,General Awareness,2023
How can you access menus in the menu bar in Windows?,Press Ctrl + M to open the menu.,Right-click on the title bar to open the menu bar.,Press F5 to open the menu bar.,Press Alt and the letter underlined in the menu title to access a menu.,3,General Awareness,2023
Who took charge as the Vice Chief of the Air Staff of the Indian Air Force on 2 May 2025?,Air Marshal Narmdeshwar Tiwari,Air Marshal Anil Chopra,Air Marshal Rakesh Kumar Singh Bhadauria,Air Marshal SP Dharkar,0,General Awareness,2023
The western cyclonic disturbances that enter the Indian subcontinent from the west and the northwest during the winter months originate from which of the following regions?,Baltic Sea,North Atlantic Ocean,Mediterranean Sea,Black Sea,2,General Awareness,2023
What key emotion did the Extremists aim to arouse in people against British colonial rule?,Sympathy,Indignation,Loyalty,Fear,1,General Awareness,2023
When was the Monetary Policy Framework Agreement (MPFA) signed between the Government of India and the Reserve Bank?,20 April 2018,20 February 2015,8 December 2007,14 August 2010,1,General Awareness,2023
In which Indian city was the First International Research Conference on Pension (IRCP) inaugurated in April 2023?,Uttar Pradesh,New Delhi,Mumbai,Kerala,1,General Awareness,2023
"What is the name of the medical instrument used to listen to internal body sounds, especially from the heart and lungs?",Endoscope,Colonoscope,Barometer,Stethoscope,3,General Awareness,2023
Which of the following Buddhist texts is often called the ‘Gita of Buddhism’ for its importance and teachings?,Dhammapada,Saddharmapundarika Sutra,Vamsathapakasini,Mahayana Sutra,0,General Awareness,2023
The Dutch East India Company established its first factory in India in _______.,Goa,Calicut,Pondicherry,Petapuli,3,General Awareness,2023
Why is an alloy considered a mixture even though it cannot be separated by physical methods?,It shows the properties of its constituents and can have variable composition.,It is formed only by non-metals.,It contains only one type of element in vapor form.,Alloys are always magnetic because they contain metals with a fixed composition.,0,General Awareness,2023
The Stockholm Convention on Persistent Organic Pollutants was adopted at a Conference of Plenipotentiaries in which year?,2002,2001,2000,2003,1,General Awareness,2023
The Vardhan dynasty was also known by which of the following names?,Nanda dynasty,Pushyabhuti dynasty,Gupta dynasty,Maurya dynasty,1,General Awareness,2023
In which of the following years were the Montagu-Chelmsford Reforms introduced by the British Government in India to gradually establish self-governing institutions?,1944,1919,1931,1923,1,General Awareness,2023
India has been a World Trade Organization (WTO) member since _______.,2000,1990,2005,1995,3,General Awareness,2023
What declaration was made at the 2025 Global Media Dialogue on media ethics and AI?,AI TRUST Code,NEUTRALITY Charter,TRUTH Pact,WAVES Declaration,3,General Awareness,2023
"Which Indian institute introduced two new BTech programs in Computational Engineering and Mechanics and Instrumentation and Biomedical Engineering, starting from the academic year 2025-26?",Indian Institute of Technology Madras,Indian Institute of Technology Kanpur,Indian Institute of Technology Kharagpur,Indian Institute of Technology Bombay,0,General Awareness,2023
"The National eCourts Project, launched by the Department of Justice, is primarily aimed at:",establishing a nationwide telecom system for police,creating new Central Administrative Tribunals,digitising and upgrading district and subordinate courts,building new court complexes in rural areas,2,General Awareness,2023
Which eminent violinist from Karnataka was awarded the Padma Vibhushan in 2025 for his outstanding contributions to Indian classical music?,Gangubai Hangal,Ricky Kej,Anant Nag,Lakshminarayana Subramaniam,3,General Awareness,2023
"In 2025, who became the youngest Indian to summit Mt. Everest and to complete the Seven Summits challenge?",Arjun Vajpai,Krushnaa Patil,Malavath Purna,Vishwanath Padalanji,3,General Awareness,2023
"In most software applications, what does Ctrl + S do if pressed multiple times?",Saves a new copy each time,Deletes the previous version,Reverts the document,Updates the saved file without creating a new one,3,General Awareness,2023
Which platform provides online learning for civil servants under Mission Karmayogi in India?,NISG Portal,SWAYAM,iGOT Karmayogi,ePathshala,2,General Awareness,2023
What is the correct order of arrival of seismic waves at a seismograph after an earthquake?,"P-waves, surface waves, S-waves","P-waves, S-waves, surface waves","S-waves, P-waves, surface waves","Surface waves, P-waves, S-waves",1,General Awareness,2025
Which of the following states introduced India's first AI Powered Real Time Forest alert system in May 2025?,Tamil Nadu,Karnataka,Madhya Pradesh,Jharkhand,2,General Awareness,2025
"Which Chandela ruler is credited with the construction of the Kandariya Mahadev Temple situated in Khajuraho, Madhya Pradesh, India?",Kirtivarman,Vidyadhara,Dhanga,Yashovarman,1,General Awareness,2025
"As per the first Panchayat Advancement Index (PAI) report released in April 2025, which two states are leading with the highest number of 'front runner' panchayats?",Chhattisgarh and Uttar Pradesh,Meghalaya and Nagaland,Gujarat and Telangana,Assam and West Bengal,2,General Awareness,2025
What is the primary reason for overexploitation of groundwater in Punjab and Haryana?,Cultivation of water-intensive crops like paddy,Excessive use of water for domestic consumption,Government restrictions on surface water use,Presence of sandy soils with poor water retention,0,General Awareness,2025
"In 2025, which region in India witnessed Kuki groups demanding the maintenance of buffer zones to manage ethnic tensions?",Manipur,Mizoram,Nagaland,Assam,0,General Awareness,2025
The number 814242541 is divisible by which of the following?,15,7,12,8,1,General Awareness,2025
Anjani can do a certain piece of work in 24 days. Anjani and Khushbu and Sushmita can do the same work together in 8 days. In h,54/9,60/7,57/7,61/8,1,Mathematics,2023
"By selling an article at 4/14 of its actual selling price, Akash incurs a loss. If he sells it at 54% of its actual selling price, then the profit percentag",33.8%,32.3%,34.8%,32.6%,1,Mathematics,2023
The value of √196 + √0.0324 − √6.76 =,4.64,6.44,11.58,2.41,2,Mathematics,2023
"The average runs scored by a batsman in 23 matches is 41. In the next 10 matches, the batsman scored an average of 15 runs. Find his average runs scored (rounded off to two decimal places) in all the 33 matches.",35.12,32.12,33.12,34.12,2,Mathematics,2023
"Aarti, Anil, and Naveen invest ₹1,110, ₹1,760, and ₹1,230 respectively to start a business. If the profit at the end of the year is ₹1,620, then what is the share of Naveen in the profit?",₹483,₹487,₹488,₹486,3,Mathematics,2023
"A sum of ₹625 amounts to ₹841 in 2 years at a certain rate of interest per annum, compounded annually. The rate of interest per annum is:",17%,19%,18%,16%,3,Mathematics,2023
"The marked price of a watch is €2,860. A man bought the watch for €2,390.66, after getting two successive discounts, one of which is 12%. What is rate of the other discount?",1. 6%,2. 7%,3. 5%,4. 8%,2,Mathematics,2023
A man driving a car at a speed of 84 km/hr crosses a bridge in 1.6 minutes. Find the length of the bridge.,1. 1.81 km,2. 2.46 km,3. 2.24 km,4. 1.82 km,2,Mathematics,2023
"What is the median of the following data? 57, 96, 60, 91, 69, 50, 72, 16, 78, 73, 55",1. 68.5,2. 70,3. 69.5,4. 69,3,Mathematics,2023
"Sapna invested €22,400 on simple interest, partly at 13% per annum and partly at 3% per annum. If she earns equal interests from the two investments after 7 years, then find the sum invested at 13% per annum (in €).","1. 4,198","2. 4,203","3. 4,200","4. 4,197",2,Mathematics,2023
"In ΔABC, BD ⊥ AC at D and ∠DBC = 39°. E is a point on BC such that ∠CAE = 16°. What is the measure of ∠AEB?",1. 67°,2. 74°,3. 82°,4. 66°,0,Mathematics,2023
Simplify: 2[(3/2)x² − 25x + 14] − 3(x² + 4x − 13).,1. -62x + 67,2. 62x + 67,3. 62x − 67,4. -62x − 67,0,Mathematics,2023
Which of the following numbers is divisible by 5?,"1. 71.32,954","2. 70.48,030","3. 61.75,753","4. 65.67,359",1,Mathematics,2023
Find the least number of square tiles required to completely cover a floor of dimensions 12.15 m by 11.34 m.,1. 250,2. 230,3. 210,4. 150,2,Mathematics,2023
"If the third proportional of 9 and 57 be x, then what is the value of x?",1. 358,2. 363,3. 364,4. 361,3,Mathematics,2023
"A cylindrical rod has an outer curved surface area of 1500 cm². If the length of the rod is 68 cm, then the outer radius (in cm) of the rod, correct to two places of decimal, is:",1. 3.69,2. 3.51,3. 3.87,4. 6.61,1,Mathematics,2023
"I bought two speakers for €1,200. I sold the first one at a loss of 8% and the second at a gain of 22%. If, on the whole I made neither a loss nor a gain, find the cost price (in €) of the first speaker.",1. 900,2. 904,3. 864,4. 880,3,Mathematics,2023
Evaluate: \frac{\sin^2 40° + \sin^2 50°}{\cos^2 40° + \cos^2 50°} - \frac{\sec^2 50° - \cot^2 10°}{\cos^2 20° + \cos^2 70°},1. 2,2. -1,3. -2,4. 0,3,Mathematics,2023
