question_text,option_a,option_b,option_c,option_d,correct_index,section_name,year
The simple interest on a certain sum for 8 1/2 years at the rate of 3.2%,"1. ₹14,609","2. ₹14,595","3. ₹14,583","4. ₹14,613",1,Mathematics,2024
The value of √400 + √0.0121 − √7.84 is ____,1. 17.31,2. 4.24,3. 15.32,4. 2.92,0,Mathematics,2024
Evaluate 24^2.,1. 536,2. 546,3. 626,4. 576,3,Mathematics,2024
"If 6x = cosec θ and 6/x = cot θ, then find the value of 18(x^2 - 1/x^2).",1. √3/2,2. 1/2,3. 3/3,4. 1/2,3,Mathematics,2024
The sum of five numbers is 655. The average of the first two numbers is 80 and the third number is 105. Find the average of the remaining two numbers.,1. 185,2. 195,3. 186,4. 196,1,Mathematics,2023
"Anjani can do a certain piece of work in 12 days. Anjani and Khushbu can together do the same work in 9 days, and Anjani, Khushbu and Sushmita can do the same work together in 8 days. In how many days can Anjani and Sushmita do the same work together?",1. 82/9,2. 72/7,3. 80/8,4. 70/7,1,Mathematics,2023
Simplify: x(3x - 8) + 3(x^2 - 5) + 11,1. -6x^2 - 8x - 4,2. 6x^2 - 8x + 4,3. -6x^2 - 8x + 4,4. 6x^2 - 8x - 4,3,Mathematics,2023
"Two times the present age of P exceeds the present age of Q by 15 years. After 8 years, twice Q's age will be 14 years less than twice P's age at that time. What is the present age (in years) of Q?",1. 8,2. 1,3. 6,4. 3,1,Mathematics,2023
David bought some sharpeners at the rate of ₹150 a dozen. He sold them for ₹43 each. His profit percentage is _______%.,1. 244,2. 242,3. 246,4. 248,0,Mathematics,2023
A number when increased by 80% gives 2880. The number is:,1. 1600,2. 4800,3. 800,4. 3200,0,Mathematics,2023
Ishaan and Meghna have to travel from Delhi to Kanpur in their respective cars. Ishaan is driving at 147 km/hr while Meghna is driving at 42 km/hr. Find the time taken by Meghna to reach Kanpur if Ishaan takes 8 hours.,1. 33 hours,2. 32 hours,3. 19 hours,4. 28 hours,3,Mathematics,2024
"Anshuman and Kunal together invested ₹70,400 in a business. At the end of the year, out of a total profit of ₹12,000, Kunal's share was ₹1,800. What was the difference between their investments?","1. ₹50,554","2. ₹47,329","3. ₹48,614","4. ₹49,280",3,Mathematics,2024
The selling price of 25 books is equal to the cost price of 37 books. Find the loss or gain percentage.,1. 100% gain,2. 48% gain,3. 48% loss,4. 100% loss,1,Mathematics,2024
"A can do a work in 11 days and B can do the same work in 24 days. If they work on it together for 2 days, then what fraction of the work is left?",1. 97/132,2. 103/132,3. 107/132,4. 99/132,0,Mathematics,2024
"The H.C.F. and the L.C.M. of two numbers are 4 and 208 respectively. If one of the numbers is 52, find the other one.",1. 55,2. 8,3. 16,4. 45,2,Mathematics,2024
The number 938315 is divisible by which of the following?,1. 5,2. 9,3. 12,4. 13,0,Mathematics,2024
What should come in place of the question mark (?) in the given series based on the English alphabetical order? WTX SPT QLP KHL ?,GDH,GDI,GCI,GCH,0,General Intelligence and Reasoning,2023
"Based on the English alphabetical order, three of the following four letter-clusters are alike in a certain way and thus form a group. Which letter-cluster DOES NOT belong to that group? (Note: The odd one out is not based on the number of consonants/vowels or their position in the letter-cluster.)",EHC,NQL,UXS,LKO,2,General Intelligence and Reasoning,2023
"In a certain code language, 'RACK' is coded as '3192' and 'JACK' is coded as '1326'. What is the code for 'J' in the given code language?",6,1,2,3,0,General Intelligence and Reasoning,2023
What should come in place of the question mark (?) in the given series based on the English alphabetical order? CHR HMW MRB RWG ?,WKL,WLB,WBL,WLK,2,General Intelligence and Reasoning,2023
"Seven people A, B, C, D, E, F and G are sitting in a row, facing the north. No one sits to the right of G. Only four people sit between E and F. C sits fifth from the right end of the row. B sits to the immediate right of A but left of E. How many people sit to the right of D?",Three,Four,Five,Two,2,General Intelligence and Reasoning,2023
"In a certain code language, 'mud depth turn' is coded as 'qz bd aa' and 'rain dog mud' is coded as 'bt gl kn'. How is 'mud' coded in the given code language?",gl,aa,qz,bd,3,General Intelligence and Reasoning,2023
"In a certain code language, A $ B means 'A is the daughter of B', A @ B means 'A is the brother of B', A # B means 'A is the wife of B', A = B means 'A is the father of B'. Based on the above, how is E related to N if E $ F @ G + M + N?",Sister,Mother,Daughter,Wife,0,General Intelligence and Reasoning,2023
"Monu starts from Point A and drives 9 km towards north. He then takes a right turn, drives 6 km, turns right and drives 3 km. He then takes a left turn and drives 5 km. He takes a final right turn, drives 6 km and stops at Point P. How far (shortest distance) and towards which direction should he drive in order to reach Point A again? (All turns are 90° turns only unless specified.)",11 km towards west,11 km towards east,9 km towards west,9 km towards south,0,General Intelligence and Reasoning,2023
"90 people are standing in a row facing north. Mr. Leu is 16th from the right end, while Mr. Sanga is 39th from the left end. How many people are there between Mr. Leu and Mr. Sanga?",37,35,32,34,1,General Intelligence and Reasoning,2023
What should come in place of the question mark (?) in the given series? 691 692 690 691 689 690 688 ?,689,690,687,688,0,General Intelligence and Reasoning,2023
Each of the digits in the number 1693486 is arranged in the ascending order from left to right. What will be the sum of the digits that are third from the left and third from the right in the new number thus formed?,"1, 8","2, 10","3, 9","4, 12",1,General Intelligence and Reasoning,2023
"Based on the English alphabetical order, three of the following four letter-clusters are alike in a certain way and thus form a group. Which letter-cluster DOES NOT belong to that group? (Note: The odd one out is not based on the number of consonants/vowels or their position in the letter-cluster.)",GBVR,BWQM,SMHD,QLFB,2,General Intelligence and Reasoning,2023
What should come in place of the question mark (?) in the given series? 35 44 55 68 83 ?,128,116,122,100,3,General Intelligence and Reasoning,2023
"FHNR is related to MMSY in a certain way based on the English alphabetical order. In the same way, HBHT is related to OGMA. To which of the given options is CQWO related, following the same logic?",JBVV,JVBV,JVVB,BWVJ,1,General Intelligence and Reasoning,2023
"In the following triads, each group of letters is related to the subsequent one following a certain logic. Select from the given options, the one which follows the same logic.",NEAM - ENAM - MENA,MILK - IMLK - KILM,CURD - CRUD - DRUC,CAME - ACME - AMEC,0,General Intelligence and Reasoning,2023
"Read the given statements and conclusions carefully. Assuming that the information given in the statements is true, even if it appears to be at variance with commonly known facts, decide which of the given conclusions logically follow(s) from the statements. Statements: All stars are rectangles. All cones are rectangles. Conclusions: (I): Some stars are cones. (II): Some rectangles are cones.",Only conclusion (I) follows.,Neither conclusion (I) nor (II) follows.,Both conclusions (I) and (II) follow.,Only conclusion (II) follows.,0,General Intelligence and Reasoning,2023
"Pratik starts from Point A and drives 10 km towards the north. He then takes a right turn and drives 8 km, then turns right and drives 17 km. He then takes a right turn and drives 10 km. He takes a final right turn, drives 7 km and stops at Point P. How far (shortest distance) and in which direction should he drive in order to reach Point A again? (All turns are 90-degree turns only unless specified.)",1.2 km to the east,2.2 km to the west,3.3 km to the east,4.3 km to the west,0,General Intelligence and Reasoning,2024
"What will come in the place of the question mark (?) in the following equation, if '+' and '−' are interchanged and '×' and '÷' are interchanged? 17 + 3 + 49 × 7 − 13 = ?",1.41,2.45,3.57,4.43,2,General Intelligence and Reasoning,2024
Refer to the following number and symbol series and answer the question that follows. All numbers are single-digit. Counting to be done from left to right. (Left) 6 @ 8 $ 7 1 * 2 + £ 5 & 3 Q 9 # % 4 (Right) How many such symbols are there each of which is immediately preceded by a number and also immediately followed by another symbol?,1.2,2.4,3.1,4.3,0,General Intelligence and Reasoning,2024
"Refer to the following number and symbol series and answer the question that follows. Counting to be done from left to right only. (Note: All numbers are single digit numbers only) (Left) 5 @ 1 £ 3 * 4 7 + $ 9 % 6 2 & 8 Q # (Right) If all the numbers are dropped from the series, which of the following will be sixth from the right?",1.@,2.$,3.£,4.*,1,General Intelligence and Reasoning,2024
43 people are standing in a row facing north. Kumar is 29th from the left end while Mohana is 9th from the right end. How many people are there between Kumar and Mohana?,1.Five,2.Three,3.Four,4.Two,0,General Intelligence and Reasoning,2024
"If 'A' stands for '÷', 'B' stands for 'x', 'C' stands for '+' and 'D' stands for '−', then what will come in place of the question mark (?) in the following equation? 18 B 3 D 112 A 16 C 6 = ?",1.45,2.49,3.53,4.57,2,General Intelligence and Reasoning,2023
"Six friends, B, C, D, E, F and N, are sitting in a straight line, facing north. No one sits to the right of D. Only two people sit between D and B. Only one person sits between E and C. F sits third to the right of E. How many people sit between N and F?",1. Three,2. One,3. Zero,4. Two,0,General Intelligence and Reasoning,2023
Each of the digits in the number 7812345 is arranged in ascending order from left to right. The position(s) of how many digits will remain unchanged as compared to that in the original number?,1. Two,2. None,3. Three,4. One,1,General Intelligence and Reasoning,2023
"Read the given statements and conclusions carefully. Assuming that the information given in the statements is true, even if it appears to be at variance with commonly known facts, decide which of the given conclusion(s) logically follow(s) from the statements. Statements: No watch is a bow. No bow is a tie. Conclusions: (I) No watch is a tie. (II) No bow is a watch.",1. Both conclusions (I) and (II) follow.,2. Only conclusion (II) follows.,3. Neither conclusion (I) nor (II) follows.,4. Only conclusion (I) follows.,1,General Intelligence and Reasoning,2023
"Seven boxes, A, B, C, D, M, N and O, are kept one over the other but not necessarily in the same order. Only three boxes are kept below D. Only two boxes are kept between D and O. Only A is kept above M. C is kept at some place below B and at some place above N. Which box is kept at the second position from the bottom?",1. D,2. O,3. N,4. A,1,General Intelligence and Reasoning,2023
